review,sent
@AnjulaHettige @dialoglk @TRCSL @dialoglk Market dominance is nothing in this fast moving world. Remember what happened to #nokia. Update and upgrade for the betterment,negative
tikirimaarie @dialoglk nope sincerely dialog Is a piece of shit,negative
"It is a problem for everyone. You may simply refund and satisfy me. Think deeply about other inecent customers who can not read in english.
Please let them know the hiden charges if they mistakely subscribe any third party applications.",negative
@dialoglk Is someone looking into my issue? This is my current @dialoglk speed. https://t.co/ANcjHNAIHT,negative
"@dialoglk is single handedly ruining the Legends final and honestly, I'm not surprised.
#RoadSafetyWorldSeries",negative
#dialoglk Check your inbox. I have been sending my issues for days.,negative
My credit history suffered because of their error and they weren't able to fix it from the first time. Passed to collections because they haven't updated their own system that my contract has been cancelled.,negative
"@dialoglk Since you ask me to be patient, be patient with the bills also. I will not make any payments if thia countinues, i asked you before billing cycle start, no body contacted me, specifically the network team didnt provide ETA so that i can go for another ISP before the billing start",negative
"@dialoglk ""Without Data Charges on Dialog Network up to 432p video qualityâ€ù

Without data charges yes, but 432p? You gotta be kidding me. I want whatever the highest quality you guys can broadcast - HD now but hopefully 4K soon!",negative
"@Buddhikamn @dialoglk Just disappears completely.....comes back, goes off again.....repeat....?Ÿ??â€çâ™‚ï¸è",negative
@isionaria @CRdelaharpe @dialoglk every network that started the free youtube and netflix packages have their airwaves over congested,negative
" reloaded rs. 345/- on 28th November theough my dialog app. But it was not recharged to my mobile. Then made a complaint and after two days i got it recharged and automatically Rs. 107/- was deducted and an 89/- data packages was activated which i never asked for.
So again contacted a customer service agent and she told that I have activated youtube 89 package and Rs. 107/- will be deducted every month and better to deactivate now itself to avoid further such deductions.. Then I managed to deactivate that package after a considerable effort.  NOW I HAVE LOST MY Rs. 107/- ALONG WITH THE 750 MB THAT WAS ALREADY GIVEN IN THE NAME OF YOUTUBE PACKAGE :(",negative
@Tikiri_ @MobitelSriLanka @dialoglk I've no idea. I don't use Dialog.,negative
This is the worst service I have ever received in my life.,negative
@rehanumfernando @dialoglk Itâ€™s almost like they donâ€™t want anyone tagging them in negative stuff noh? ?Ÿ˜è,negative
@Mahishini @dialoglk Exactly. That's the same issue I'm also having and wonder why @dialoglk ignores our complaints now.,negative
Poor Service,negative
"Seems like a worldwide issue.... I think @dialoglk got some blame too ?Ÿ˜‚.... hopefully itâ€™s a @ThaRealMarkZ issue

#whatsapp #crash https://t.co/ZRJspuGADB",negative
This is the solution I got from @dialoglk. Do you all think Customers are idiots? Even at the heart of Colombo your freaking network doesnt load signals. Stop trying to be funny and blindfold customers. Such cheap lunatic pathetic â€˜professionalsâ€™. https://t.co/k003g7hoEF,negative
Awful services,negative
I would not go with the broadband,negative
Hey @dialoglk whereâ€™s my broadband?!,negative
"#dialoglk Just follow up with the mail I have sent to area manager, keep me updated with the procedure and how far the mDialoger has gone to. 

I want this problem to be sorted with 10 to 15 days.. 

As a businessman I can't always keep wasting my time behind this

I would like to soon settle",negative
@dialoglk Already in a call with @dialoglk for one hour ?Ÿ˜¡ Call has been transferred and no one is answering it https://t.co/cX3Ohrfylf,negative
"That being said, I want to lodge a complaint about my 4G connection. Please pick up the phone @dialoglk  ;-; https://t.co/KMq0CAXs9P",negative
"Dialog TV cheating us, first asked to activate star cricket to c SLPL next day asked to activate ESPN #dialoglk",negative
@NewsWireLK @AzzamAmeen Itâ€™s time for @dialoglk to come up with customer service than looting customers.,negative
I have been a dialog customer since 1998 but the after sales service has been very disappointing.,negative
"Yet again I’ve got no broadband!! I had a huge complaint and got 5/6 months free broadband and guess what, even when it’s free it doesn’t work! I want to leave Dialog and will do everything in power to assist others in complaining to this shocking service and dreadful customer experience. AVOID AT ALL COST, pay more for a better provider!!",negative
"@dialoglk Thanks 4 replying @dialoglk, I have zero hope in your service. You all know the bigger issue with d networkâ€™s capacity, infrastructure, etc. So work on that &amp;capacitate d high demand. Trying to blame customers&amp; faking wont get u/me anywhere. Just waiting 4 number swap patiently.",negative
"#Dialoglk Support , Forever Waiting :D",negative
"@RockCityOutlaw @MobitelSriLanka It's not just @MobitelSriLanka the whole mobile data system of the country isn't working properly in last few days including @dialoglk @HutchSriLanka 
Hopefully some major update going on ig.",negative
"@Mahishini @dialoglk You are not alone and almost all @dialoglk users having the same experience every day 
https://t.co/55QxpAG3Qf",negative
@chamikavi @CRdelaharpe @dialoglk I'm thinking of moving to Mobitel because they have good value for money packages including unlimited data packs for YT &amp; Netflix,negative
"I've been a Dialog user for years, on pay as you go. However, recently having not used my phone for a few months, but it still being charged and with sim in place, I went to use it, and Dialog has made my number obsolete, so I have no way of using the phone to make phones calls, and the credit I had on the sim gone. How can they have the right to do this, that's theft? Dialog was always been more expensive than most of the other networks, but I never had problems with connectivity, which is why I stuck with them, however, now this has happened it severely reduces the number of stars I would have given them. You'll have seamless service right up until the day comes, when they make your number obselete and take your credit.",negative
"When it comes to technical issues, they do not really care if the issue is resolved or not but will continue to charge you without any inquiries.",negative
@dialoglk Unpleasant experience continues to day 7,negative
Why am I experiencing a poor network since past few days? Is this the future of #Dialog ? #DialogLk,negative
"I just spent 30 minutes watching 12 minutes video in 144p. Guys this is absurd. We do not ask more. We ask you to provide the service you agreed. Case # 2-0002777883.

@dialoglk Please do not reply. I have already complained and for god sake provide a solution.",negative
